grid_id,lat,lon,lat_min,lat_max,lon_min,lon_max,fire,fire_count,forest_density,elevation,slope,max_temp,min_temp,rainfall,wind_speed,humidity,pressure,dry_days,avg_temp_7d,avg_rain_7d,temp_range,heat_index,fuel_dryness,fire_weather_index
31.00_84.10,31.049999999999915,84.14999999999908,30.999999999999915,31.099999999999916,84.09999999999908,84.19999999999908,0,0,0.11418877163357877,2771.819072730208,27.287830043598095,-2.2,-14.7,0.0,10.7,39,562.4,7,-2.557142857142857,0.0,12.5,-7.7,-0.3131333333333333,-4.1195
32.80_83.70,32.8499999999999,83.7499999999991,32.799999999999905,32.899999999999906,83.69999999999911,83.7999999999991,0,0,0.21492747541866353,2379.085859344757,21.94752301939155,-3.4,-16.1,0.0,12.3,29,553.2,7,-6.557142857142857,0.0,12.700000000000001,-13.9,-0.5632666666666667,-9.758000000000001
18.70_76.90,18.749999999999957,76.94999999999949,18.699999999999957,18.799999999999958,76.8999999999995,76.99999999999949,0,0,0.7265701285777617,1036.8352502135226,10.260092909535501,32.6,20.3,0.0,12.7,50,958.8,7,32.228571428571435,0.0,12.3,32.6,3.8033333333333332,56.826274509803916
33.50_83.70,33.5499999999999,83.7499999999991,33.4999999999999,33.5999999999999,83.69999999999911,83.7999999999991,0,0,0.20911601985730544,2717.9852749606807,27.055642164608024,-1.3,-11.9,0.0,13.4,20,566.7,7,-5.3999999999999995,0.042857142857142864,10.6,-16.3,-0.2426666666666667,-5.8066666666666675
18.50_84.50,18.549999999999958,84.54999999999906,18.499999999999957,18.59999999999996,84.49999999999906,84.59999999999906,0,0,0.11498822796782111,409.3262435556681,3.652624901569872,27.5,22.5,0.0,16.2,72,1014.8,7,26.071428571428573,0.0,5.0,38.5,1.7966666666666666,42.71917808219178
31.20_93.40,31.24999999999991,93.44999999999855,31.19999999999991,31.299999999999912,93.39999999999856,93.49999999999855,0,0,0.8166171881117495,1360.4851280876014,12.557271428945185,-4.2,-14.9,0.4,24.0,52,549.5,5,-5.385714285714286,0.34285714285714286,10.7,-3.2,-0.336,-9.509433962264152
19.50_75.40,19.549999999999955,75.44999999999958,19.499999999999954,19.599999999999955,75.39999999999958,75.49999999999957,0,0,0.7274991208189404,1351.82158721825,14.938650465917007,31.8,19.8,0.0,8.4,61,959.8,7,31.171428571428567,0.0,12.0,37.3,2.8938,30.158709677419356
32.70_84.20,32.7499999999999,84.24999999999908,32.6999999999999,32.799999999999905,84.19999999999908,84.29999999999907,0,0,0.26891100474700147,1060.8221027609857,12.532494727191121,0.4,-16.0,0.0,11.8,33,584.0,7,-2.2142857142857144,0.0,16.4,-8.1,0.06253333333333333,0.9717647058823531
9.80_79.70,9.849999999999989,79.74999999999933,9.799999999999988,9.899999999999988,79.69999999999933,79.79999999999933,0,0,0.3558193568853594,231.22278642495314,0.9012963083137171,27.0,26.0,3.4,30.9,85,1011.7,7,26.97142857142857,0.07142857142857142,1.0,44.5,0.9450000000000001,67.90813953488372
8.00_72.70,8.049999999999995,72.74999999999973,7.999999999999995,8.099999999999994,72.69999999999973,72.79999999999973,0,0,0.37813250100670703,409.80920773259237,4.77193609979094,28.3,27.4,0.0,15.4,78,1010.5,7,27.928571428571423,0.35714285714285715,0.9000000000000021,42.3,1.4527333333333332,38.616962025316454
20.80_88.90,20.849999999999948,88.94999999999881,20.799999999999947,20.89999999999995,88.89999999999881,88.9999999999988,0,0,0.3373387376780006,441.41845954314243,4.563591904979477,25.1,24.5,0.0,13.0,78,1014.8,7,24.785714285714285,0.0,0.6000000000000014,39.1,1.2884666666666664,28.9126582278481
13.80_89.70,13.849999999999975,89.74999999999876,13.799999999999974,13.899999999999974,89.69999999999877,89.79999999999876,0,0,0.19128022861284918,253.8424567672356,3.419521554759837,27.2,26.7,0.4,24.6,87,1012.6,7,26.18571428571429,0.0,0.5,45.7,0.8250666666666667,53.22545454545455
17.10_74.90,17.149999999999963,74.9499999999996,17.099999999999962,17.199999999999964,74.89999999999961,74.9999999999996,1,1,0.6518905945721201,640.3930689500156,7.407156047960277,31.8,18.9,0.0,14.0,47,939.0,7,30.52857142857143,0.0,12.900000000000002,30.3,3.9326000000000003,64.925
23.10_80.60,23.14999999999994,80.64999999999928,23.09999999999994,23.199999999999942,80.59999999999928,80.69999999999928,0,0,0.629873868147012,349.80172863705485,1.5672387695007926,29.2,17.1,0.1,12.4,51,942.1,7,28.099999999999998,0.0,12.099999999999998,29.7,3.338533333333333,48.74153846153846
14.50_84.60,14.549999999999972,84.64999999999905,14.499999999999972,14.599999999999971,84.59999999999906,84.69999999999905,0,0,0.3110074961405138,56.22268754377246,2.528869630630896,26.8,26.0,0.0,27.6,79,1013.2,7,26.21428571428572,0.0,0.8000000000000007,41.3,1.3131999999999997,64.72200000000001
21.80_69.20,21.849999999999948,69.24999999999993,21.799999999999947,21.89999999999995,69.19999999999993,69.29999999999993,0,0,0.4524344909061261,408.493370274132,3.945717726700091,28.9,23.3,0.0,16.9,57,1013.1,7,25.642857142857142,0.0,5.599999999999998,32.4,2.8996333333333335,58.94603448275861
16.70_71.20,16.749999999999964,71.24999999999982,16.699999999999964,16.799999999999965,71.19999999999982,71.29999999999981,0,0,0.41004611617463294,476.24081521572236,3.934144684572561,27.0,25.9,0.0,21.9,74,1012.2,7,27.099999999999998,0.0,1.1000000000000014,39.0,1.638,55.187999999999995
12.00_68.00,12.049999999999981,68.05,11.99999999999998,12.09999999999998,68.0,68.1,0,0,0.2917673447375316,411.0496707166064,4.343989115577641,26.9,25.9,0.0,21.1,68,1012.4,7,27.300000000000004,0.014285714285714287,1.0,35.9,2.008533333333333,57.58159420289855
24.80_75.40,24.849999999999934,75.44999999999958,24.799999999999933,24.899999999999935,75.39999999999958,75.49999999999957,0,0,0.3543753606192769,462.59226236863464,6.366040330541896,26.4,17.4,0.0,14.5,72,964.2,1,27.62857142857143,0.39999999999999997,9.0,37.4,0.24640000000000004,5.243835616438355
16.40_68.80,16.449999999999964,68.84999999999995,16.399999999999963,16.499999999999964,68.79999999999995,68.89999999999995,0,0,0.49104236838295556,148.28379300826793,1.3969307840328122,26.1,25.3,0.0,16.5,64,1012.9,7,26.25714285714286,0.0,0.8000000000000007,33.1,2.1923999999999997,46.377692307692314
27.20_96.90,27.249999999999925,96.94999999999835,27.199999999999925,27.299999999999926,96.89999999999836,96.99999999999835,1,17,0.7642565246255564,274.2669492823711,3.148164287675167,23.8,10.7,0.0,19.1,53,863.5,4,22.47142857142857,0.2857142857142857,13.100000000000001,25.3,1.4914666666666665,33.67259259259259
29.10_89.50,29.14999999999992,89.54999999999878,29.09999999999992,29.19999999999992,89.49999999999878,89.59999999999877,0,0,0.8547802976964942,2006.7975193493662,18.17790085011758,0.9,-10.5,0.1,12.3,37,592.6,7,2.242857142857143,0.0,11.4,-5.6,0.1323,2.03921052631579
15.20_79.30,15.24999999999997,79.34999999999935,15.199999999999969,15.299999999999969,79.29999999999936,79.39999999999935,0,0,0.28779877888171185,1170.353555637855,10.232272065920352,32.2,19.1,0.0,14.9,71,997.0,7,31.32857142857143,0.0,13.100000000000001,42.7,2.1788666666666674,46.64527777777778
23.50_94.60,23.54999999999994,94.64999999999849,23.49999999999994,23.59999999999994,94.59999999999849,94.69999999999848,0,0,0.7102237128625992,387.42408923964246,4.157963884871872,29.7,16.6,0.0,9.6,76,972.2,7,27.714285714285715,0.0,13.099999999999998,42.7,1.6631999999999998,25.92
29.30_95.90,29.34999999999992,95.94999999999841,29.29999999999992,29.39999999999992,95.89999999999841,95.99999999999841,0,0,0.8748074988528142,1878.743858681432,16.9794050736986,0.2,-5.0,0.2,8.7,60,625.4,0,0.3142857142857142,0.7999999999999999,5.2,5.2,0.0,0.0
18.60_80.50,18.64999999999996,80.54999999999929,18.59999999999996,18.69999999999996,80.49999999999929,80.59999999999928,1,46,0.17214128611892737,808.8833780781858,6.918288770909761,32.2,20.9,0.0,7.4,62,976.2,7,31.342857142857138,0.0,11.300000000000004,38.2,2.855066666666667,26.47555555555556
10.70_76.50,10.749999999999986,76.54999999999951,10.699999999999985,10.799999999999985,76.49999999999952,76.59999999999951,1,1,0.7130129659653933,701.2870957016872,8.886609081862229,37.0,22.9,0.0,28.0,55,1001.8,7,36.357142857142854,0.028571428571428574,14.100000000000001,39.5,3.8849999999999993,129.5
23.80_69.60,23.84999999999994,69.6499999999999,23.79999999999994,23.89999999999994,69.59999999999991,69.6999999999999,0,0,0.4251290510189323,351.4074512175355,5.008210116160221,32.5,19.1,0.0,15.6,45,1014.3,7,30.771428571428572,0.0,13.399999999999999,30.0,4.170833333333333,77.15217391304348
34.70_76.60,34.7499999999999,76.64999999999951,34.6999999999999,34.799999999999905,76.59999999999951,76.6999999999995,0,0,0.361061561860081,2241.633906456957,21.427640661354328,-5.2,-13.3,0.0,17.6,28,555.3,6,-8.514285714285714,0.2571428571428572,8.100000000000001,-16.2,-0.7488,-18.935172413793108
7.60_70.70,7.649999999999996,70.74999999999984,7.599999999999996,7.699999999999996,70.69999999999985,70.79999999999984,0,0,0.10653406948624121,64.86457290835966,2.4312584821420207,28.3,27.6,0.8,19.4,78,1010.6,0,28.02857142857143,0.3,0.6999999999999993,42.3,0.0,0.0
33.10_78.90,33.149999999999906,78.94999999999938,33.09999999999991,33.19999999999991,78.89999999999938,78.99999999999937,0,0,0.3530107872887973,2029.3556046415254,19.37311887862456,-1.4,-15.1,0.0,11.4,25,544.8,7,-5.971428571428572,0.04285714285714286,13.7,-13.9,-0.245,-4.296923076923077
19.80_83.80,19.849999999999955,83.8499999999991,19.799999999999955,19.899999999999956,83.7999999999991,83.8999999999991,0,0,0.18687701658255373,804.2645391024951,7.669768862654623,33.1,14.6,0.0,13.6,40,926.1,7,30.642857142857142,0.0,18.5,28.1,4.6339999999999995,76.85658536585366
8.80_80.20,8.849999999999993,80.2499999999993,8.799999999999992,8.899999999999991,80.1999999999993,80.2999999999993,0,0,0.3954247300866155,333.2212242974392,2.5649212793731824,28.8,23.2,4.2,11.3,88,1003.3,1,29.7,0.4,5.600000000000001,47.8,0.11520000000000001,3.656629213483147
20.00_77.50,20.04999999999995,77.54999999999946,19.99999999999995,20.09999999999995,77.49999999999946,77.59999999999945,1,8,0.18832275419620093,91.66320851830139,1.9484176688935246,31.1,20.7,0.0,14.3,50,955.7,7,30.428571428571423,0.0,10.400000000000002,31.1,3.628333333333333,61.04137254901961
15.50_80.50,15.549999999999969,80.54999999999929,15.499999999999968,15.599999999999968,80.49999999999929,80.59999999999928,0,0,0.4464935193024817,1281.2382440314163,13.936005837335735,26.2,25.5,0.0,20.3,78,1013.9,7,26.442857142857143,0.0,0.6999999999999993,40.2,1.344933333333333,47.126835443037976
26.20_82.50,26.249999999999932,82.54999999999917,26.199999999999932,26.299999999999933,82.49999999999918,82.59999999999917,1,1,0.2251718635815504,52.27573035054441,0.9907131944989567,29.7,16.7,0.0,8.6,67,1005.5,7,26.671428571428574,0.0,13.0,38.2,2.2868999999999997,26.293235294117643
31.60_70.50,31.64999999999991,70.54999999999986,31.59999999999991,31.69999999999991,70.49999999999986,70.59999999999985,0,0,0.15611259231439079,1387.6369843727289,15.733080940352291,27.7,14.3,0.0,12.5,52,996.4,2,25.67142857142857,1.0,13.399999999999999,28.7,0.8864,13.066037735849056
34.20_70.20,34.2499999999999,70.24999999999987,34.1999999999999,34.299999999999905,70.19999999999987,70.29999999999987,0,0,0.2207980303599212,2152.413981564266,20.36775295798114,18.7,7.5,0.0,8.9,48,897.8,7,17.27142857142857,0.0,11.2,17.7,2.2689333333333335,23.775714285714287
6.90_82.50,6.949999999999998,82.54999999999917,6.899999999999999,6.999999999999998,82.49999999999918,82.59999999999917,0,0,0.34133652178486235,351.17250034349223,2.506168115121698,26.7,26.4,21.3,23.4,88,1010.5,0,26.914285714285715,18.685714285714287,0.3000000000000007,45.7,0.0,0.0
34.50_75.90,34.5499999999999,75.94999999999955,34.4999999999999,34.5999999999999,75.89999999999955,75.99999999999955,0,0,0.24752138877491656,2057.713861706355,19.301007914695948,-1.0,-9.7,0.0,5.7,44,673.3,6,-3.3714285714285714,0.48571428571428577,8.7,-4.0,-0.11200000000000002,-0.76
19.10_74.60,19.149999999999956,74.64999999999962,19.099999999999955,19.199999999999957,74.59999999999962,74.69999999999962,0,0,0.7101416887010845,1146.913745513139,9.70881659687462,31.3,20.4,0.0,17.2,52,939.7,7,30.557142857142857,0.0,10.900000000000002,32.3,3.5056000000000003,71.10415094339622
27.20_92.80,27.249999999999925,92.84999999999859,27.199999999999925,27.299999999999926,92.79999999999859,92.89999999999858,0,0,0.8384004129969346,319.6441804034526,4.353622996048723,22.4,11.2,0.0,13.7,49,890.7,7,21.1,0.0,11.2,21.9,2.6656,42.963199999999986
29.10_89.90,29.14999999999992,89.94999999999875,29.09999999999992,29.19999999999992,89.89999999999876,89.99999999999875,0,0,0.8852066690754272,2549.257474078552,24.64679034091252,1.3,-9.6,0.0,17.7,46,604.2,7,3.985714285714286,0.028571428571428574,10.9,-0.7,0.16380000000000003,3.4270212765957453
9.90_87.80,9.949999999999989,87.84999999999887,9.899999999999988,9.999999999999988,87.79999999999887,87.89999999999887,0,0,0.25616700971547746,432.50702799289337,4.69301010467258,27.3,25.5,38.4,36.1,88,1011.0,0,27.571428571428577,0.8714285714285716,1.8000000000000007,46.3,0.0,0.0
31.50_74.50,31.549999999999912,74.54999999999963,31.49999999999991,31.599999999999913,74.49999999999963,74.59999999999962,0,0,0.44331137565337353,1091.5556992699437,10.504563356930436,26.8,13.7,0.0,7.6,68,992.5,7,25.58571428571429,0.05714285714285715,13.100000000000001,35.8,2.001066666666666,20.6631884057971
27.60_94.70,27.649999999999924,94.74999999999848,27.599999999999923,27.699999999999925,94.69999999999848,94.79999999999848,0,0,0.8069325114619219,315.0489811184812,4.336899365989826,31.8,16.2,0.0,15.6,47,1000.1,4,28.957142857142856,0.3,15.600000000000001,30.3,2.2472000000000003,41.339999999999996
22.30_92.80,22.349999999999945,92.84999999999859,22.299999999999944,22.399999999999945,92.79999999999859,92.89999999999858,1,1,0.21966002482601177,155.68451646148225,0.8036629933208685,32.5,21.2,0.0,7.9,46,987.3,7,32.07142857142857,0.0,11.3,30.5,4.095,38.23936170212766
10.20_70.00,10.249999999999988,70.04999999999988,10.199999999999987,10.299999999999986,69.99999999999989,70.09999999999988,0,0,0.3929558547209553,263.83133942027473,1.945982722405169,27.9,27.2,0.3,19.4,75,1011.3,1,27.75714285714286,0.18571428571428572,0.6999999999999993,40.4,0.23249999999999998,7.121842105263156
33.00_70.80,33.049999999999905,70.84999999999984,32.99999999999991,33.09999999999991,70.79999999999984,70.89999999999984,0,0,0.2636711909556602,1641.0812123122032,17.72283822335857,27.3,13.2,0.0,11.7,50,975.7,7,25.957142857142856,0.07142857142857142,14.100000000000001,27.3,3.185,43.84058823529411
15.90_75.40,15.949999999999967,75.44999999999958,15.899999999999967,15.999999999999966,75.39999999999958,75.49999999999957,1,3,0.6375274379544393,1097.2834771968028,12.527675487522853,33.9,19.3,0.0,15.7,42,947.7,7,32.65714285714285,0.0,14.599999999999998,29.9,4.5878000000000005,86.6420930232558
21.00_92.40,21.04999999999995,92.44999999999861,20.99999999999995,21.09999999999995,92.39999999999861,92.49999999999861,0,0,0.2748924968722275,497.3623501528503,5.02228587777638,34.5,20.4,0.0,13.0,48,1013.1,7,32.4,0.0,14.100000000000001,33.5,4.186,64.07142857142857
8.90_94.00,8.949999999999992,94.04999999999852,8.899999999999991,8.999999999999991,93.99999999999852,94.09999999999852,0,0,0.27920162385633185,316.55767123818356,4.883547238511128,28.9,27.5,6.0,36.7,77,1011.0,0,27.91428571428571,5.785714285714286,1.3999999999999986,42.4,0.0,0.0
33.90_81.80,33.9499999999999,81.84999999999921,33.899999999999906,33.99999999999991,81.79999999999922,81.89999999999921,0,0,0.4597943670178841,1629.451309598229,16.051552876673302,-2.4,-17.7,0.0,8.1,42,567.6,7,-6.314285714285715,0.0,15.299999999999999,-6.4,-0.3248000000000001,-3.1646511627906975
31.20_86.00,31.24999999999991,86.04999999999897,31.19999999999991,31.299999999999912,85.99999999999898,86.09999999999897,0,0,0.4326095342641765,2401.1206063322375,24.24262274538137,-0.1,-13.7,0.0,17.6,42,575.8,7,-1.1428571428571428,0.0,13.6,-4.1,-0.013533333333333336,-0.2865116279069768
30.20_82.60,30.24999999999992,82.64999999999917,30.199999999999918,30.29999999999992,82.59999999999917,82.69999999999916,0,0,0.3683991395296903,1828.3986804339343,19.443332203691096,-5.4,-17.4,0.0,10.6,54,557.8,7,-8.314285714285715,0.0,11.999999999999998,-3.4000000000000004,-0.5796000000000001,-7.2850909090909095
16.60_69.20,16.649999999999967,69.24999999999993,16.599999999999966,16.699999999999967,69.19999999999993,69.29999999999993,0,0,0.3536305941759573,235.55002768409997,3.2740646127136896,26.4,25.3,0.0,16.9,64,1012.9,7,26.428571428571427,0.0,1.0999999999999979,33.4,2.2176,48.047999999999995
25.30_94.20,25.349999999999934,94.24999999999851,25.299999999999933,25.399999999999935,94.19999999999851,94.2999999999985,1,5,0.8850901341220331,345.6809354632483,1.8355128191459902,24.0,9.7,0.0,13.8,36,850.3,7,22.857142857142858,0.0,14.3,17.0,3.5840000000000005,62.65945945945948
24.70_77.50,24.749999999999936,77.54999999999946,24.699999999999935,24.799999999999937,77.49999999999946,77.59999999999945,0,0,0.23370725997972502,163.03938519649444,1.5625389869598327,26.1,16.6,0.0,11.4,71,964.5,1,27.328571428571426,0.2571428571428572,9.5,36.6,0.2523,4.1325
16.10_74.00,16.149999999999967,74.04999999999966,16.099999999999966,16.199999999999967,73.99999999999966,74.09999999999965,0,0,0.6181551837247572,1121.6098408632924,10.764947623497171,34.8,21.8,0.0,18.7,55,944.9,7,34.00000000000001,0.0,12.999999999999996,37.3,3.6539999999999995,81.34499999999998
25.30_73.90,25.349999999999934,73.94999999999966,25.299999999999933,25.399999999999935,73.89999999999966,73.99999999999966,0,0,0.312279763291349,244.0961473046721,3.937909212187518,25.2,14.7,0.0,15.3,72,947.8,7,26.21428571428571,0.2285714285714286,10.5,36.2,1.6464,36.97150684931507
11.30_91.40,11.349999999999984,91.44999999999867,11.299999999999983,11.399999999999983,91.39999999999867,91.49999999999866,0,0,0.37892815562610827,81.43909401580737,0.0,28.5,27.5,5.0,30.1,81,1011.5,0,27.585714285714285,0.8428571428571429,1.0,44.0,0.0,0.0
13.10_74.40,13.149999999999977,74.44999999999963,13.099999999999977,13.199999999999976,74.39999999999964,74.49999999999963,0,0,0.7007533114484197,1275.3811787228815,12.958829423269112,28.5,27.5,0.0,29.7,82,1010.5,7,28.6,0.17142857142857143,1.0,44.5,1.1970000000000003,71.38734939759036
18.20_88.10,18.24999999999996,88.14999999999885,18.19999999999996,18.29999999999996,88.09999999999886,88.19999999999885,0,0,0.2202795214687431,235.28991666057158,0.5884859717744182,25.9,25.2,0.0,16.6,77,1014.5,7,25.47142857142857,0.0,0.6999999999999993,39.4,1.3899666666666666,38.58435897435897
31.60_72.70,31.64999999999991,72.74999999999973,31.59999999999991,31.69999999999991,72.69999999999973,72.79999999999973,0,0,0.44368343750928707,1641.589404857703,18.27305643999441,27.4,12.8,0.0,6.6,62,998.2,7,26.400000000000002,0.028571428571428574,14.599999999999998,33.4,2.429466666666667,20.09333333333333
31.40_90.20,31.449999999999914,90.24999999999874,31.399999999999913,31.499999999999915,90.19999999999874,90.29999999999873,0,0,0.8482098593054179,2627.479752020814,25.608556626800926,0.2,-12.2,0.0,23.4,33,574.1,7,-2.1,0.028571428571428574,12.399999999999999,-8.3,0.031266666666666665,0.9635294117647059
20.30_89.90,20.34999999999995,89.94999999999875,20.29999999999995,20.399999999999952,89.89999999999876,89.99999999999875,0,0,0.45509576197746004,461.10895816645126,2.6249501241972077,25.1,24.5,0.0,14.2,81,1014.6,7,25.128571428571426,0.0,0.6000000000000014,40.6,1.1127666666666662,30.42609756097561
19.90_95.70,19.949999999999953,95.74999999999842,19.899999999999952,19.999999999999954,95.69999999999843,95.79999999999842,0,0,0.17972385753819733,183.69460741568076,0.0,35.8,21.4,0.0,6.3,59,975.8,7,33.714285714285715,0.0,14.399999999999999,40.3,3.424866666666666,26.312999999999995
31.20_74.80,31.24999999999991,74.84999999999961,31.19999999999991,31.299999999999912,74.79999999999961,74.89999999999961,0,0,0.22693123081986638,1939.8127148336355,18.69051815568862,25.9,11.4,0.0,8.0,76,993.1,7,24.657142857142855,0.028571428571428574,14.499999999999998,38.9,1.4504,18.836363636363636
22.90_79.80,22.949999999999942,79.84999999999933,22.89999999999994,22.999999999999943,79.79999999999933,79.89999999999932,0,0,0.6224534418662108,174.49885048756613,0.395047068207494,28.7,16.9,0.0,13.7,61,970.5,7,29.157142857142862,0.0,11.8,34.2,2.6117,44.39241935483871
23.90_80.50,23.94999999999994,80.54999999999929,23.899999999999938,23.99999999999994,80.49999999999929,80.59999999999928,1,1,0.5674714871595531,190.2162938857199,3.042507984433108,30.9,18.4,0.1,11.8,48,975.5,7,31.2,0.0,12.5,29.9,3.7492,52.088571428571434
16.60_94.00,16.649999999999967,94.04999999999852,16.599999999999966,16.699999999999967,93.99999999999852,94.09999999999852,0,0,0.45753239189579065,215.07234007655845,0.8429251109267399,27.9,27.0,0.0,18.1,77,1013.0,7,26.942857142857143,0.014285714285714287,0.8999999999999986,41.4,1.4972999999999999,45.31961538461539
11.40_76.70,11.449999999999983,76.7499999999995,11.399999999999983,11.499999999999982,76.6999999999995,76.7999999999995,1,1,0.8510148138170996,523.833444186997,4.946185355510013,25.9,15.0,0.0,16.0,59,812.4,1,23.271428571428572,0.17142857142857143,10.899999999999999,30.4,0.35396666666666665,6.906666666666666
23.10_86.80,23.14999999999994,86.84999999999893,23.09999999999994,23.199999999999942,86.79999999999893,86.89999999999893,1,2,0.49342509544644997,435.5290497260446,5.971820935292129,32.6,18.5,0.0,8.6,50,998.4,7,30.071428571428577,0.0,14.100000000000001,32.6,3.8033333333333332,38.480784313725486
21.80_84.70,21.849999999999948,84.74999999999905,21.799999999999947,21.89999999999995,84.69999999999905,84.79999999999905,0,0,0.6244872421124799,52.10073436195007,0.0,33.2,18.1,0.0,11.5,44,989.0,7,31.214285714285715,0.0,15.100000000000001,30.200000000000003,4.338133333333334,59.39111111111111
18.50_95.40,18.549999999999958,95.44999999999844,18.499999999999957,18.59999999999996,95.39999999999844,95.49999999999844,0,0,0.16728155872510686,455.20934079193876,5.761149811365509,36.4,23.5,0.0,5.1,63,1008.9,7,34.72857142857142,0.0,12.899999999999999,42.9,3.1425333333333336,20.304375
16.00_86.80,16.049999999999965,86.84999999999893,15.999999999999966,16.099999999999966,86.79999999999893,86.89999999999893,0,0,0.38119123600861626,275.57514149094254,3.7983674038437663,26.5,25.7,0.0,22.0,76,1013.8,7,25.614285714285717,0.0,0.8000000000000007,39.5,1.484,53.0
25.20_75.70,25.249999999999932,75.74999999999956,25.199999999999932,25.299999999999933,75.69999999999956,75.79999999999956,1,3,0.17286017488155492,92.63659558849616,1.5269494747713797,26.8,16.6,0.0,11.0,75,987.5,1,28.02857142857143,0.2857142857142857,10.2,39.3,0.22333333333333333,3.878947368421053
23.40_81.10,23.449999999999942,81.14999999999925,23.39999999999994,23.499999999999943,81.09999999999926,81.19999999999925,0,0,0.6436603136737937,142.14168530477116,1.6564610129864785,28.1,15.9,0.0,14.3,59,965.4,7,28.25714285714286,0.0,12.200000000000001,32.6,2.6882333333333337,46.880166666666675
18.70_68.20,18.749999999999957,68.24999999999999,18.699999999999957,18.799999999999958,68.19999999999999,68.29999999999998,0,0,0.31231504168384494,72.97639274328003,0.0,25.6,24.6,0.0,10.2,65,1013.2,7,25.485714285714284,0.0,1.0,33.1,2.0906666666666665,27.694545454545455
31.30_90.10,31.349999999999913,90.14999999999874,31.299999999999912,31.399999999999913,90.09999999999874,90.19999999999874,0,0,0.7339683825073304,1409.7758650089445,14.602505496747165,-0.3,-11.6,0.0,23.0,31,567.7,7,-1.7285714285714289,0.07142857142857142,11.299999999999999,-9.8,-0.0483,-1.509375
10.30_76.90,10.349999999999987,76.94999999999949,10.299999999999986,10.399999999999986,76.8999999999995,76.99999999999949,1,2,0.8239302452855382,1165.5019487731242,11.441993505125748,28.8,16.4,0.0,14.5,62,890.8,7,27.157142857142855,0.0,12.400000000000002,34.8,2.5536000000000003,46.400000000000006
16.10_81.00,16.149999999999967,81.04999999999926,16.099999999999966,16.199999999999967,80.99999999999926,81.09999999999926,0,0,0.42968040809123886,646.7662981982501,7.031406770523974,33.1,20.8,0.0,12.6,72,1013.7,7,32.34285714285714,0.0,12.3,44.1,2.162533333333333,39.99205479452055
21.60_78.20,21.649999999999945,78.24999999999942,21.599999999999945,21.699999999999946,78.19999999999942,78.29999999999941,0,0,0.7970525487216154,319.732039493104,3.8150313990412457,29.5,17.8,0.2,15.8,49,936.9,7,28.714285714285715,0.0,11.7,29.0,3.5105,65.254
17.90_77.60,17.94999999999996,77.64999999999945,17.89999999999996,17.99999999999996,77.59999999999945,77.69999999999945,0,0,0.40693460116531666,182.66568545414495,3.2430078024329414,33.2,18.9,0.0,14.1,48,955.8,7,32.65714285714286,0.0,14.300000000000004,32.2,4.028266666666667,66.87428571428572
17.90_82.50,17.94999999999996,82.54999999999917,17.89999999999996,17.99999999999996,82.49999999999918,82.59999999999917,1,1,0.3999470514792026,1493.2020572821739,16.314413778509984,30.6,14.3,0.0,12.7,40,894.0,7,27.842857142857145,0.0,16.3,25.6,4.284,66.34975609756098
24.90_73.00,24.949999999999935,73.04999999999971,24.899999999999935,24.999999999999936,72.99999999999972,73.09999999999971,0,0,0.13966361922519185,360.0726488184504,3.9961605356652217,30.0,14.9,0.0,10.1,62,977.1,7,30.87142857142857,0.0,15.1,36.0,2.66,33.666666666666664
9.90_79.40,9.949999999999989,79.44999999999935,9.899999999999988,9.999999999999988,79.39999999999935,79.49999999999935,0,0,0.3608815119922587,69.9431853215083,2.348234632282967,26.9,25.2,1.1,30.3,86,1011.8,7,27.114285714285717,0.09999999999999999,1.6999999999999993,44.9,0.8787333333333334,65.5803448275862
7.90_87.80,7.949999999999995,87.84999999999887,7.899999999999995,7.999999999999995,87.79999999999887,87.89999999999887,0,0,0.27992302843489647,407.4336252892793,4.051626051889103,27.8,26.8,32.9,26.8,86,1010.1,0,27.685714285714283,12.12857142857143,1.0,45.8,0.0,0.0
23.30_78.60,23.34999999999994,78.6499999999994,23.29999999999994,23.39999999999994,78.5999999999994,78.69999999999939,1,13,0.5893910040497438,165.89757015391643,1.373336913080252,25.7,17.7,0.0,13.5,64,958.2,7,30.014285714285712,0.0,8.0,32.7,2.1588000000000003,37.363846153846154
18.30_73.30,18.34999999999996,73.3499999999997,18.299999999999958,18.39999999999996,73.2999999999997,73.3999999999997,1,25,0.6226342638266369,949.9831715606638,10.72511606035085,34.7,22.4,0.0,14.4,65,1001.9,7,34.2,0.0,12.300000000000004,42.2,2.8338333333333336,52.99636363636364
27.80_94.40,27.849999999999927,94.4499999999985,27.799999999999926,27.899999999999928,94.3999999999985,94.4999999999985,1,4,0.8653062571950109,296.6687550359196,4.299084773793913,27.5,12.8,0.0,14.9,52,912.2,4,25.400000000000002,0.5571428571428572,14.7,28.5,1.7599999999999998,30.92452830188679
25.90_85.80,25.949999999999932,85.84999999999899,25.89999999999993,25.999999999999932,85.79999999999899,85.89999999999898,1,1,0.40418593391047763,256.0148863702,3.2419682430072174,27.8,16.6,0.0,9.2,77,1010.1,7,26.671428571428574,0.0,11.2,41.3,1.4919333333333331,22.952820512820512
