Fire_Date,Fire_Time,Source_Type,Lat,Lon,State,District,Circle,Division,Range,Block,Beat,Compartment_No
2026-02-19,12:14:08,SNPP,23.16858,92.45176,MIZORAM,LUNGLEI,CENTRAL CIRCLE,THENZAWL FOREST DIVISION,LAISAWRAL RANGE,LAISAWRAL BLOCK,BUNGHMUN BEAT,
2026-02-19,12:14:08,SNPP,23.16858,92.45176,MIZORAM,LUNGLEI,CENTRAL CIRCLE,THENZAWL FOREST DIVISION,LAISAWRAL RANGE,LAISAWRAL BLOCK,SACHAN BEAT,
2026-02-19,12:14:08,SNPP,23.16935,92.45577,MIZORAM,LUNGLEI,CENTRAL CIRCLE,THENZAWL FOREST DIVISION,LAISAWRAL RANGE,LAISAWRAL BLOCK,BUNGHMUN BEAT,
2026-02-19,12:14:08,SNPP,23.17259,92.45087,MIZORAM,LUNGLEI,CENTRAL CIRCLE,THENZAWL FOREST DIVISION,LAISAWRAL RANGE,LAISAWRAL BLOCK,BUNGHMUN BEAT,
2026-02-19,12:14:08,SNPP,23.17335,92.45486,MIZORAM,LUNGLEI,CENTRAL CIRCLE,THENZAWL FOREST DIVISION,LAISAWRAL RANGE,LAISAWRAL BLOCK,BUNGHMUN BEAT,
2026-02-19,12:14:08,SNPP,23.37588,93.12249,MIZORAM,KHAWZAWL,EASTERN CIRCLE,CHAMPHAI FOREST DIVISION,KHAWHAI RANGE,KHAWHAI BLOCK,KHAWHAI BEAT,
2026-02-19,12:14:08,SNPP,23.50589,92.76384,MIZORAM,AIZAWL,CENTRAL CIRCLE,AIZAWL FOREST DIVISION,AIBAWK RANGE,AIBAWK BLOCK,HMUIFANG BEAT,
2026-02-19,12:14:08,SNPP,23.5068,92.76866,MIZORAM,AIZAWL,CENTRAL CIRCLE,AIZAWL FOREST DIVISION,AIBAWK RANGE,AIBAWK BLOCK,HMUIFANG BEAT,
2026-02-19,12:14:08,SNPP,23.507,92.76573,MIZORAM,AIZAWL,CENTRAL CIRCLE,AIZAWL FOREST DIVISION,AIBAWK RANGE,AIBAWK BLOCK,HMUIFANG BEAT,
2026-02-19,12:14:08,SNPP,23.5098,92.76299,MIZORAM,AIZAWL,CENTRAL CIRCLE,AIZAWL FOREST DIVISION,AIBAWK RANGE,AIBAWK BLOCK,HMUIFANG BEAT,
2026-02-19,12:14:08,SNPP,23.53498,92.87403,MIZORAM,SERCHHIP,CENTRAL CIRCLE,AIZAWL FOREST DIVISION,SAITUAL RANGE,SAITUAL BLOCK,HMUNTHA BEAT,
2026-02-19,12:14:08,SNPP,23.53498,92.87403,MIZORAM,SERCHHIP,CENTRAL CIRCLE,AIZAWL FOREST DIVISION,SELING RANGE,SELING BLOCK,BAKTAWNG BEAT,
2026-02-19,12:14:08,SNPP,23.53544,92.87638,MIZORAM,SERCHHIP,CENTRAL CIRCLE,AIZAWL FOREST DIVISION,SAITUAL RANGE,SAITUAL BLOCK,HMUNTHA BEAT,
2026-02-19,12:14:08,SNPP,23.53544,92.87638,MIZORAM,SERCHHIP,CENTRAL CIRCLE,AIZAWL FOREST DIVISION,SELING RANGE,SELING BLOCK,BAKTAWNG BEAT,
2026-02-19,12:14:08,SNPP,23.91645,92.30596,TRIPURA,NORTH TRIPURA,NORTH TRIPURA CIRCLE,KANCHANPUR DIVISION,JAMPUI RANGE,JAMPUI HILL BLOCK,PHULDANGSAI BEAT,2
2026-02-19,12:14:08,SNPP,24.06988,92.41088,MIZORAM,MAMIT,NORTHERN CIRCLE,KAWRTHAH FOREST DIVISION,KANHMUN RANGE,KANHMUN BLOCK,ZAWLNUAM BEAT,
2026-02-19,12:14:08,SNPP,24.06988,92.41088,MIZORAM,MAMIT,NORTHERN CIRCLE,KAWRTHAH FOREST DIVISION,ZAMUANG RANGE,ZAMUANG BLOCK,RENGDIL BEAT,
2026-02-19,12:14:08,SNPP,24.06988,92.41088,MIZORAM,MAMIT,NORTHERN CIRCLE,KAWRTHAH FOREST DIVISION,ZAMUANG RANGE,ZAMUANG BLOCK,SIHTHIANG BEAT,
2026-02-19,12:14:08,SNPP,24.09606,92.46283,MIZORAM,MAMIT,NORTHERN CIRCLE,KAWRTHAH FOREST DIVISION,ZAMUANG RANGE,ZAMUANG BLOCK,CHUHVEL BEAT,
2026-02-19,12:14:08,SNPP,24.09802,92.46017,MIZORAM,MAMIT,NORTHERN CIRCLE,KAWRTHAH FOREST DIVISION,ZAMUANG RANGE,ZAMUANG BLOCK,CHUHVEL BEAT,
2026-02-19,12:14:08,SNPP,24.09999,92.46188,MIZORAM,MAMIT,NORTHERN CIRCLE,KAWRTHAH FOREST DIVISION,ZAMUANG RANGE,ZAMUANG BLOCK,CHUHVEL BEAT,
2026-02-19,12:14:08,SNPP,24.10195,92.45924,MIZORAM,MAMIT,NORTHERN CIRCLE,KAWRTHAH FOREST DIVISION,ZAMUANG RANGE,ZAMUANG BLOCK,CHUHVEL BEAT,
2026-02-19,12:14:08,SNPP,24.10877,92.44279,MIZORAM,MAMIT,NORTHERN CIRCLE,KAWRTHAH FOREST DIVISION,ZAMUANG RANGE,ZAMUANG BLOCK,CHUHVEL BEAT,
2026-02-19,12:14:08,SNPP,24.11064,92.44025,MIZORAM,MAMIT,NORTHERN CIRCLE,KAWRTHAH FOREST DIVISION,KANHMUN RANGE,KANHMUN BLOCK,ZAWLNUAM BEAT,
2026-02-19,12:14:08,SNPP,24.11064,92.44025,MIZORAM,MAMIT,NORTHERN CIRCLE,KAWRTHAH FOREST DIVISION,ZAMUANG RANGE,ZAMUANG BLOCK,CHUHVEL BEAT,
2026-02-19,12:14:08,SNPP,24.11525,92.37834,MIZORAM,MAMIT,NORTHERN CIRCLE,KAWRTHAH FOREST DIVISION,KANHMUN RANGE,KANHMUN BLOCK,ZAWLNUAM BEAT,
2026-02-19,12:14:08,SNPP,24.18364,92.3469,MIZORAM,MAMIT,NORTHERN CIRCLE,KAWRTHAH FOREST DIVISION,KANHMUN RANGE,KANHMUN BLOCK,BUNGTHUAM BEAT,
2026-02-19,12:14:08,SNPP,24.1876,92.34602,MIZORAM,MAMIT,NORTHERN CIRCLE,KAWRTHAH FOREST DIVISION,KANHMUN RANGE,KANHMUN BLOCK,BUNGTHUAM BEAT,
2026-02-19,12:14:08,SNPP,24.25622,92.95433,MIZORAM,AIZAWL,CENTRAL CIRCLE,DARLAWN FOREST DIVISION,ZOHMUN RANGE,ZOHMUN BLOCK,SAKAWRDAI BEAT,
2026-02-19,12:14:08,SNPP,24.26008,93.57172,MANIPUR,CHURACHANDPUR,SOUTHERN FOREST CIRCLE,SOUTHERN FD CCP DIVISION,CCP RANGE,TEISHENG BLOCK,TEISHENG BEAT,
2026-02-19,12:14:08,SNPP,24.34643,92.74759,MIZORAM,KOLASIB,NORTHERN CIRCLE,KOLASIB FOREST DIVISION,BILKHAWTHLIR RANGE,BILKHAWTHLIR BLOCK,NORTH CHHIMLUANG BEAT,
2026-02-19,12:14:08,SNPP,24.38845,92.75404,MIZORAM,KOLASIB,NORTHERN CIRCLE,KOLASIB FOREST DIVISION,BILKHAWTHLIR RANGE,BILKHAWTHLIR BLOCK,NORTH CHHIMLUANG BEAT,
2026-02-19,12:14:08,SNPP,24.38845,92.75404,MIZORAM,KOLASIB,NORTHERN CIRCLE,KOLASIB FOREST DIVISION,VAIRENGTE RANGE,VAIRENGTE BLOCK,PHAINUAM BEAT,
2026-02-19,12:14:08,SNPP,24.39235,92.75336,MIZORAM,KOLASIB,NORTHERN CIRCLE,KOLASIB FOREST DIVISION,BILKHAWTHLIR RANGE,BILKHAWTHLIR BLOCK,NORTH CHHIMLUANG BEAT,
2026-02-19,12:14:08,SNPP,24.39235,92.75336,MIZORAM,KOLASIB,NORTHERN CIRCLE,KOLASIB FOREST DIVISION,VAIRENGTE RANGE,VAIRENGTE BLOCK,PHAINUAM BEAT,
2026-02-19,12:14:08,SNPP,24.5596,93.52725,MANIPUR,CHURACHANDPUR,SOUTHERN FOREST CIRCLE,SOUTHERN FD CCP DIVISION,HENGLEP RANGE,KOLHEN BLOCK,KOLHEN BEAT,
2026-02-19,12:14:08,SNPP,24.5596,93.52725,MANIPUR,NONEY,SOUTHERN FOREST CIRCLE,SOUTHERN FD CCP DIVISION,HENGLEP RANGE,KOLHEN BLOCK,KOLHEN BEAT,
2026-02-19,12:14:08,SNPP,24.5596,93.52725,MANIPUR,CHURACHANDPUR,WESTERN FOREST CIRCLE,WESTERN FD TAMENGLONG DIVISION,NONEY RANGE,KHOUPUM BLOCK,KHOUPUM BEAT,
2026-02-19,12:14:08,SNPP,24.5596,93.52725,MANIPUR,NONEY,WESTERN FOREST CIRCLE,WESTERN FD TAMENGLONG DIVISION,NONEY RANGE,KHOUPUM BLOCK,KHOUPUM BEAT,
2026-02-19,12:14:08,SNPP,24.57862,94.13609,MANIPUR,TENGNOUPAL,EASTERN FOREST CIRCLE,TENGNOUPAL DIVISION,TENGNOUPAL RANGE,TONGHLANG BLOCK,TONGHLANG BEAT,15
2026-02-19,12:14:08,SNPP,24.58225,94.13562,MANIPUR,TENGNOUPAL,EASTERN FOREST CIRCLE,TENGNOUPAL DIVISION,TENGNOUPAL RANGE,TONGHLANG BLOCK,TONGHLANG BEAT,15
2026-02-19,12:14:08,SNPP,24.63034,93.48809,MANIPUR,NONEY,WESTERN FOREST CIRCLE,WESTERN FD TAMENGLONG DIVISION,NONEY RANGE,KHOUPUM BLOCK,KHOUPUM BEAT,
2026-02-19,12:14:08,SNPP,24.70425,94.1673,MANIPUR,KANGPOKPI,CENTRAL FOREST CIRCLE,THOUBAL DIVISION,THOUBAL RANGE,MAPHOU BLOCK,MAPHOU BEAT,
2026-02-19,12:14:08,SNPP,24.72073,92.84607,ASSAM,CACHAR,,,,,,
2026-02-19,12:14:08,SNPP,24.73857,94.10487,MANIPUR,KANGPOKPI,CENTRAL FOREST CIRCLE,THOUBAL DIVISION,THOUBAL RANGE,MAPHOU BLOCK,MAPHOU BEAT,
2026-02-19,12:14:08,SNPP,24.74278,94.19034,MANIPUR,KAMJONG,EASTERN FOREST CIRCLE,EFD UKHRUL DIVISION,UKHRUL RANGE,SINGKAP BLOCK,SINGKAP BEAT,
2026-02-19,12:14:08,SNPP,24.7464,94.18983,MANIPUR,KAMJONG,EASTERN FOREST CIRCLE,EFD UKHRUL DIVISION,UKHRUL RANGE,SINGKAP BLOCK,SINGKAP BEAT,
2026-02-19,12:14:08,SNPP,24.74783,94.18363,MANIPUR,KAMJONG,EASTERN FOREST CIRCLE,EFD UKHRUL DIVISION,UKHRUL RANGE,SINGKAP BLOCK,SINGKAP BEAT,
2026-02-19,12:14:08,SNPP,24.7486,94.18807,MANIPUR,KAMJONG,EASTERN FOREST CIRCLE,EFD UKHRUL DIVISION,UKHRUL RANGE,SINGKAP BLOCK,SINGKAP BEAT,
2026-02-19,12:14:08,SNPP,24.74916,94.18456,MANIPUR,KAMJONG,EASTERN FOREST CIRCLE,EFD UKHRUL DIVISION,UKHRUL RANGE,SINGKAP BLOCK,SINGKAP BEAT,
2026-02-19,12:14:08,SNPP,24.76928,93.62955,MANIPUR,NONEY,WESTERN FOREST CIRCLE,WESTERN FD TAMENGLONG DIVISION,NONEY RANGE,THANGAL BLOCK,THANGAL BEAT,
2026-02-19,12:14:08,SNPP,24.80346,94.11446,MANIPUR,KANGPOKPI,CENTRAL FOREST CIRCLE,THOUBAL DIVISION,THOUBAL RANGE,MAPHOU BLOCK,MAPHOU BEAT,
2026-02-19,12:14:08,SNPP,24.80705,94.11376,MANIPUR,KANGPOKPI,CENTRAL FOREST CIRCLE,THOUBAL DIVISION,THOUBAL RANGE,MAPHOU BLOCK,MAPHOU BEAT,
2026-02-19,12:14:08,SNPP,24.87684,85.32761,BIHAR,GAYA,GAYA CIRCLE,GAYA DIVISION,ATRI RANGE,ATRI BLOCK,JITHIAN BEAT,
2026-02-19,12:14:08,SNPP,24.93135,92.81394,ASSAM,CACHAR,,,,,,
2026-02-19,12:14:08,SNPP,24.96411,92.6621,ASSAM,CACHAR,,,,,,
2026-02-19,12:14:08,SNPP,25.01873,93.59366,MANIPUR,TAMENGLONG,WESTERN FOREST CIRCLE,WESTERN FD TAMENGLONG DIVISION,TAMENGLONG RANGE,BHALOK BLOCK,BHALOK BEAT,
2026-02-19,12:14:08,SNPP,25.04335,93.83514,MANIPUR,KANGPOKPI,NORTHERN FOREST CIRCLE,NFD KANGPOKPI DIVISION,T.WAICHONG RANGE,WAKOTPHAI BLOCK,WAKOTPHAI BEAT,
2026-02-19,12:14:08,SNPP,25.04428,93.84029,MANIPUR,KANGPOKPI,NORTHERN FOREST CIRCLE,NFD KANGPOKPI DIVISION,T.WAICHONG RANGE,WAKOTPHAI BLOCK,WAKOTPHAI BEAT,
2026-02-19,12:14:08,SNPP,25.06984,92.93932,ASSAM,CACHAR,,,,,,
2026-02-19,12:14:08,SNPP,25.06984,92.93932,ASSAM,DIMA HASAO,,,,,,
2026-02-19,12:14:08,SNPP,25.07033,93.51006,MANIPUR,TAMENGLONG,WESTERN FOREST CIRCLE,WESTERN FD TAMENGLONG DIVISION,TAMENGLONG RANGE,THARON BLOCK,THARON BEAT,
2026-02-19,12:14:08,SNPP,25.07109,92.94175,ASSAM,CACHAR,,,,,,
2026-02-19,12:14:08,SNPP,25.07109,92.94175,ASSAM,DIMA HASAO,,,,,,
2026-02-19,12:14:08,SNPP,25.07118,93.51469,MANIPUR,TAMENGLONG,WESTERN FOREST CIRCLE,WESTERN FD TAMENGLONG DIVISION,TAMENGLONG RANGE,THARON BLOCK,THARON BEAT,
2026-02-19,12:14:08,SNPP,25.07961,93.49824,MANIPUR,TAMENGLONG,WESTERN FOREST CIRCLE,WESTERN FD TAMENGLONG DIVISION,TAMENGLONG RANGE,THARON BLOCK,THARON BEAT,
2026-02-19,12:14:08,SNPP,25.11332,93.72489,MANIPUR,TAMENGLONG,WESTERN FOREST CIRCLE,WESTERN FD TAMENGLONG DIVISION,TAMEI RANGE,TAMAH BLOCK,TAMAH BEAT,
2026-02-19,12:14:08,SNPP,25.12209,94.38154,MANIPUR,UKHRUL,EASTERN FOREST CIRCLE,EFD UKHRUL DIVISION,UKHRUL RANGE,UKHRUL BLOCK,UKHRUL BEAT,
2026-02-19,12:14:08,SNPP,25.12443,93.91267,MANIPUR,KANGPOKPI,NORTHERN FOREST CIRCLE,NFD KANGPOKPI DIVISION,KANGPOKPI RANGE,KEITHELMANBI BLOCK,KEITHELMANBI BEAT,
2026-02-19,12:14:08,SNPP,25.12623,92.79713,ASSAM,DIMA HASAO,,,,,,
2026-02-19,12:14:08,SNPP,25.13002,94.21838,MANIPUR,UKHRUL,EASTERN FOREST CIRCLE,EFD UKHRUL DIVISION,UKHRUL RANGE,MULAM BLOCK,MULAM BEAT,
2026-02-19,12:14:08,SNPP,25.13743,93.15538,ASSAM,DIMA HASAO,,,,,,
2026-02-19,12:14:08,SNPP,25.14814,94.42598,MANIPUR,UKHRUL,EASTERN FOREST CIRCLE,EFD UKHRUL DIVISION,UKHRUL RANGE,UKHRUL BLOCK,UKHRUL BEAT,
2026-02-19,12:14:08,SNPP,25.15414,92.40504,MEGHALAYA,EAST JAINTIA HILLS,WILDLIFE CIRCLE,JOWAI DIVISION,KHLIERIAT C AND RD BLOCK,KHLIERIAT C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.1582,94.48347,MANIPUR,UKHRUL,EASTERN FOREST CIRCLE,EFD UKHRUL DIVISION,SIROY NP & CHINGSU PF RANGE,SIROY NP & CHINGSU PF BLOCK,SIROY NP & CHINGSU PF BEAT,
2026-02-19,12:14:08,SNPP,25.15891,94.48756,MANIPUR,UKHRUL,EASTERN FOREST CIRCLE,EFD UKHRUL DIVISION,SIROY NP & CHINGSU PF RANGE,SIROY NP & CHINGSU PF BLOCK,SIROY NP & CHINGSU PF BEAT,
2026-02-19,12:14:08,SNPP,25.1743,94.42979,MANIPUR,UKHRUL,EASTERN FOREST CIRCLE,EFD UKHRUL DIVISION,JESSAMI RANGE,KHAMASOM BLOCK,KHAMASOM BEAT,
2026-02-19,12:14:08,SNPP,25.19656,92.3726,MEGHALAYA,EAST JAINTIA HILLS,WILDLIFE CIRCLE,JOWAI DIVISION,KHLIERIAT C AND RD BLOCK,KHLIERIAT C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.20049,92.37194,MEGHALAYA,EAST JAINTIA HILLS,WILDLIFE CIRCLE,JOWAI DIVISION,KHLIERIAT C AND RD BLOCK,KHLIERIAT C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.20064,94.39256,MANIPUR,UKHRUL,EASTERN FOREST CIRCLE,EFD UKHRUL DIVISION,UKHRUL RANGE,TOLLOI BLOCK,TOLLOI BEAT,
2026-02-19,12:14:08,SNPP,25.20892,93.50388,MANIPUR,TAMENGLONG,WESTERN FOREST CIRCLE,JIRIBAM DIVISION,JIRIBAM RANGE,IMPA BLOCK,IMPA BEAT,
2026-02-19,12:14:08,SNPP,25.20974,93.50841,MANIPUR,TAMENGLONG,WESTERN FOREST CIRCLE,JIRIBAM DIVISION,JIRIBAM RANGE,IMPA BLOCK,IMPA BEAT,
2026-02-19,12:14:08,SNPP,25.21178,93.4987,MANIPUR,TAMENGLONG,WESTERN FOREST CIRCLE,JIRIBAM DIVISION,JIRIBAM RANGE,IMPA BLOCK,IMPA BEAT,
2026-02-19,12:14:08,SNPP,25.21262,93.50333,MANIPUR,TAMENGLONG,WESTERN FOREST CIRCLE,JIRIBAM DIVISION,JIRIBAM RANGE,IMPA BLOCK,IMPA BEAT,
2026-02-19,12:14:08,SNPP,25.21634,93.50285,MANIPUR,TAMENGLONG,WESTERN FOREST CIRCLE,JIRIBAM DIVISION,JIRIBAM RANGE,IMPA BLOCK,IMPA BEAT,
2026-02-19,12:14:08,SNPP,25.23671,92.49874,MEGHALAYA,EAST JAINTIA HILLS,TERRITORIAL CIRCLE,JOWAI DIVISION,SAIPUNG C AND RD BLOCK,SAIPUNG C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.23966,92.49313,MEGHALAYA,EAST JAINTIA HILLS,TERRITORIAL CIRCLE,JOWAI DIVISION,SAIPUNG C AND RD BLOCK,SAIPUNG C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.26126,92.5011,MEGHALAYA,EAST JAINTIA HILLS,TERRITORIAL CIRCLE,JOWAI DIVISION,SAIPUNG C AND RD BLOCK,SAIPUNG C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.26509,92.50011,MEGHALAYA,EAST JAINTIA HILLS,TERRITORIAL CIRCLE,JOWAI DIVISION,SAIPUNG C AND RD BLOCK,SAIPUNG C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.29798,93.97878,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,NFD KANGPOKPI DIVISION,KANGPOKPI RANGE,TAPHOU BLOCK,TAPHOU BEAT,
2026-02-19,12:14:08,SNPP,25.2982,92.41866,MEGHALAYA,EAST JAINTIA HILLS,WILDLIFE CIRCLE,JOWAI DIVISION,KHLIERIAT C AND RD BLOCK,KHLIERIAT C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.29869,93.98279,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,NFD KANGPOKPI DIVISION,KANGPOKPI RANGE,TAPHOU BLOCK,TAPHOU BEAT,
2026-02-19,12:14:08,SNPP,25.30022,94.4251,MANIPUR,UKHRUL,EASTERN FOREST CIRCLE,EFD UKHRUL DIVISION,UKHRUL RANGE,TOLLOI BLOCK,TOLLOI BEAT,
2026-02-19,12:14:08,SNPP,25.30512,92.92618,ASSAM,DIMA HASAO,,,,,,
2026-02-19,12:14:08,SNPP,25.31386,93.85855,MANIPUR,TAMENGLONG,WESTERN FOREST CIRCLE,WESTERN FD TAMENGLONG DIVISION,TAMEI RANGE,KUILONG BLOCK,KUILONG BEAT,
2026-02-19,12:14:08,SNPP,25.31406,92.52616,MEGHALAYA,EAST JAINTIA HILLS,TERRITORIAL CIRCLE,JOWAI DIVISION,SAIPUNG C AND RD BLOCK,SAIPUNG C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.31429,92.5244,MEGHALAYA,EAST JAINTIA HILLS,TERRITORIAL CIRCLE,JOWAI DIVISION,SAIPUNG C AND RD BLOCK,SAIPUNG C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.31747,93.85793,MANIPUR,TAMENGLONG,WESTERN FOREST CIRCLE,WESTERN FD TAMENGLONG DIVISION,TAMEI RANGE,KUILONG BLOCK,KUILONG BEAT,
2026-02-19,12:14:08,SNPP,25.32143,94.17362,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,SENAPATI DIVISION,KARONG RANGE,KARONG BLOCK,KARONG BEAT,
2026-02-19,12:14:08,SNPP,25.32205,93.84153,MANIPUR,TAMENGLONG,WESTERN FOREST CIRCLE,WESTERN FD TAMENGLONG DIVISION,TAMEI RANGE,KUILONG BLOCK,KUILONG BEAT,
2026-02-19,12:14:08,SNPP,25.34193,92.58552,MEGHALAYA,EAST JAINTIA HILLS,TERRITORIAL CIRCLE,JOWAI DIVISION,SAIPUNG C AND RD BLOCK,SAIPUNG C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.34295,92.59086,MEGHALAYA,EAST JAINTIA HILLS,TERRITORIAL CIRCLE,JOWAI DIVISION,SAIPUNG C AND RD BLOCK,SAIPUNG C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.36323,94.18143,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,SENAPATI DIVISION,LIYAI KHUNOU RANGE,LIYAI BLOCK,LIYAI BEAT,
2026-02-19,12:14:08,SNPP,25.37553,92.63685,MEGHALAYA,EAST JAINTIA HILLS,TERRITORIAL CIRCLE,JOWAI DIVISION,SAIPUNG C AND RD BLOCK,SAIPUNG C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.37696,94.15477,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,SENAPATI DIVISION,LIYAI KHUNOU RANGE,LIYAI BLOCK,LIYAI BEAT,
2026-02-19,12:14:08,SNPP,25.38201,91.44743,MEGHALAYA,SOUTH WEST KHASI HILLS,SOCIAL FORESTRY AND ENVIRONMENT CIRCLE,NONGSTOIN DIVISION,MAWKYRWAT C AND RD BLOCK,MAWKYRWAT C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.39068,92.63273,MEGHALAYA,EAST JAINTIA HILLS,TERRITORIAL CIRCLE,JOWAI DIVISION,SAIPUNG C AND RD BLOCK,SAIPUNG C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.40472,92.02018,MEGHALAYA,EAST KHASI HILLS,SOCIAL FORESTRY AND ENVIRONMENT CIRCLE,SHILLONG DIVISION,MAWKYNREW C AND RD BLOCK,MAWKYNREW C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.41152,92.41866,MEGHALAYA,EAST JAINTIA HILLS,WILDLIFE CIRCLE,JOWAI DIVISION,KHLIERIAT C AND RD BLOCK,KHLIERIAT C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.41152,92.41866,MEGHALAYA,EAST JAINTIA HILLS,TERRITORIAL CIRCLE,JOWAI DIVISION,SAIPUNG C AND RD BLOCK,SAIPUNG C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.41183,92.6823,ASSAM,DIMA HASAO,,,,,,
2026-02-19,12:14:08,SNPP,25.41222,94.3791,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,SENAPATI DIVISION,LIYAI KHUNOU RANGE,LAII BLOCK,LAII BEAT,
2026-02-19,12:14:08,SNPP,25.41738,92.5836,MEGHALAYA,EAST JAINTIA HILLS,TERRITORIAL CIRCLE,JOWAI DIVISION,SAIPUNG C AND RD BLOCK,SAIPUNG C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.42851,92.27451,MEGHALAYA,EAST JAINTIA HILLS,WILDLIFE CIRCLE,JOWAI DIVISION,KHLIERIAT C AND RD BLOCK,KHLIERIAT C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.4315,94.14016,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,SENAPATI DIVISION,KARONG RANGE,TADUBI BLOCK,TADUBI BEAT,
2026-02-19,12:14:08,SNPP,25.43241,92.27366,MEGHALAYA,EAST JAINTIA HILLS,WILDLIFE CIRCLE,JOWAI DIVISION,KHLIERIAT C AND RD BLOCK,KHLIERIAT C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.43456,91.2675,MEGHALAYA,WEST KHASI HILLS,SOCIAL FORESTRY AND ENVIRONMENT CIRCLE,NONGSTOIN DIVISION,NONGSTOIN C AND RD BLOCK,NONGSTOIN C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.43559,94.37081,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,SENAPATI DIVISION,LIYAI KHUNOU RANGE,LAII BLOCK,LAII BEAT,
2026-02-19,12:14:08,SNPP,25.44025,92.59958,MEGHALAYA,EAST JAINTIA HILLS,TERRITORIAL CIRCLE,JOWAI DIVISION,SAIPUNG C AND RD BLOCK,SAIPUNG C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.44148,92.59681,MEGHALAYA,EAST JAINTIA HILLS,TERRITORIAL CIRCLE,JOWAI DIVISION,SAIPUNG C AND RD BLOCK,SAIPUNG C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.44498,94.38278,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,SENAPATI DIVISION,LIYAI KHUNOU RANGE,LAII BLOCK,LAII BEAT,
2026-02-19,12:14:08,SNPP,25.45619,94.36356,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,SENAPATI DIVISION,LIYAI KHUNOU RANGE,LAII BLOCK,LAII BEAT,
2026-02-19,12:14:08,SNPP,25.46114,93.73571,NAGALAND,PEREN,,,,,,
2026-02-19,12:14:08,SNPP,25.47795,93.95394,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,SENAPATI DIVISION,KARONG RANGE,MARAM BLOCK,MARAM BEAT,
2026-02-19,12:14:08,SNPP,25.47993,94.1228,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,SENAPATI DIVISION,KARONG RANGE,TADUBI BLOCK,TADUBI BEAT,
2026-02-19,12:14:08,SNPP,25.47993,94.1228,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,SENAPATI DIVISION,KARONG RANGE,TADUBI BLOCK,TADUBI BEAT,
2026-02-19,12:14:08,SNPP,25.48073,91.23928,MEGHALAYA,WEST KHASI HILLS,SOCIAL FORESTRY AND ENVIRONMENT CIRCLE,NONGSTOIN DIVISION,NONGSTOIN C AND RD BLOCK,NONGSTOIN C AND RD BLOCK,,
2026-02-19,12:14:08,SNPP,25.48132,94.63142,NAGALAND,PHEK,,,,,,
2026-02-19,12:14:08,SNPP,25.4885,94.09517,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,SENAPATI DIVISION,KARONG RANGE,MARAM BLOCK,MARAM BEAT,
2026-02-19,12:14:08,SNPP,25.4885,94.09517,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,SENAPATI DIVISION,KARONG RANGE,TADUBI BLOCK,TADUBI BEAT,
2026-02-19,12:14:08,SNPP,25.48958,94.0938,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,SENAPATI DIVISION,KARONG RANGE,MARAM BLOCK,MARAM BEAT,
2026-02-19,12:14:08,SNPP,25.48958,94.0938,MANIPUR,SENAPATI,NORTHERN FOREST CIRCLE,SENAPATI DIVISION,KARONG RANGE,TADUBI BLOCK,TADUBI BEAT,
